Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1047174,,7103,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,362500,53.61429529,-113.4478787,POINT (-113.44787870887328 53.6142952897159),100,,,RESIDENTIAL,,
1316777,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54014479,-113.5272548,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1166198,,16415,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,339000,53.51347433,-113.6050961,POINT (-113.60509614493569 53.51347433328332),100,,,RESIDENTIAL,,
1270230,,8905,152 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,347000,53.52157095,-113.5828153,POINT (-113.58281525664059 53.52157094786659),100,,,RESIDENTIAL,,
1059765,422,11618,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,184500,53.53925221,-113.5224066,POINT (-113.52240662024641 53.53925221051035),100,,,RESIDENTIAL,,
1056365,,73,KINISKI CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,282500,53.47803997,-113.4016582,POINT (-113.40165824522123 53.478039968062),100,,,RESIDENTIAL,,
1013739,,10411,12 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,485000,53.44238894,-113.4949054,POINT (-113.49490538049888 53.44238894194133),100,,,RESIDENTIAL,,
1224807,,10809,21 AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,285500,53.45203089,-113.504924,POINT (-113.50492403664855 53.45203089333091),100,,,RESIDENTIAL,,
1271493,,8721,152 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,430000,53.52021631,-113.5828152,POINT (-113.5828152204655 53.52021631366707),100,,,RESIDENTIAL,,
1210467,,11304,25 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,18500,53.45836546,-113.5264543,POINT (-113.52645426301501 53.45836545509257),100,,,COMMERCIAL,,
1307164,,14916,98 AVENUE NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,350500,53.53632797,-113.5792899,POINT (-113.57928987076019 53.53632797400633),100,,,RESIDENTIAL,,
1353275,103,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,109500,53.4476592,-113.5019041,POINT (-113.50190409356722 53.44765919973268),100,,,RESIDENTIAL,,
1024603,,18409,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,142000,53.50027618,-113.6410513,POINT (-113.64105128498298 53.50027617708824),100,,,RESIDENTIAL,,
1262294,106,14816,26 STREET NW,N,2280,FRASER,Dene Ward,56000,53.61197346,-113.3794813,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1165372,,8120,169B STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,359500,53.51505583,-113.6142197,POINT (-113.6142197198935 53.51505583020768),100,,,RESIDENTIAL,,
1199082,,9305,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,358000,53.52952246,-113.5914772,POINT (-113.5914772017622 53.52952246291169),100,,,RESIDENTIAL,,
1337880,,9608,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,336000,53.53424175,-113.6110448,POINT (-113.61104476233875 53.5342417470304),100,,,RESIDENTIAL,,
1196807,,16108,87A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,347000,53.520683,-113.600792,POINT (-113.60079199987331 53.520682997200375),100,,,RESIDENTIAL,,
1290386,102,17131,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,94000,53.49898412,-113.6193025,POINT (-113.61930247119706 53.49898412109566),100,,,RESIDENTIAL,,
1161777,,8408,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,370000,53.51795719,-113.6468879,POINT (-113.64688787699333 53.51795719306023),100,,,RESIDENTIAL,,
1091974,,14609,55 STREET NW,N,2130,CASSELMAN,Dene Ward,148000,53.60977005,-113.4227675,POINT (-113.42276746215013 53.60977005024769),100,,,RESIDENTIAL,,
1058635,,379,KIRKPATRICK CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,252500,53.4795485,-113.4009201,POINT (-113.40092008051509 53.47954850141188),100,,,RESIDENTIAL,,
1098912,,18611,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,283000,53.53021229,-113.6450497,POINT (-113.64504972487148 53.530212288810425),100,,,RESIDENTIAL,,
1086370,801,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,127500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1313618,,9647,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,272500,53.53448301,-113.5968472,POINT (-113.59684717092028 53.534483007672556),100,,,RESIDENTIAL,,
1213891,PTHS5,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,186000,53.55591201,-113.4703111,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1247998,12,3111,142 AVENUE NW,N,2320,HAIRSINE,Dene Ward,132000,53.60579807,-113.3888382,POINT (-113.38883823729446 53.60579806992998),100,,,RESIDENTIAL,,
1012954,,10639,10 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,389500,53.43960921,-113.5003384,POINT (-113.50033836864576 53.43960920893545),100,,,RESIDENTIAL,,
1169606,,613,HENDERSON STREET NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,522000,53.46672763,-113.5979668,POINT (-113.59796678493315 53.4667276293189),100,,,RESIDENTIAL,,
1235506,,10143,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,923500,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,COMMERCIAL,,
1211226,,9209,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,366000,53.52733418,-113.6010915,POINT (-113.60109151555949 53.527334181065065),100,,,RESIDENTIAL,,
1163146,,16315,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,365000,53.51347878,-113.6038164,POINT (-113.60381643108292 53.51347878430067),100,,,RESIDENTIAL,,
1117290,,159,WOODBEND WYND NW,N,4464,THE UPLANDS,sipiwiyiniwak Ward,9000,53.46522753,-113.6550585,POINT (-113.65505845864558 53.465227531074184),100,,,FARMLAND,,
1325828,,9510,162 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,316000,53.53251577,-113.6014624,POINT (-113.6014623590731 53.53251576939075),100,,,RESIDENTIAL,,
1181122,,15711,92 AVENUE NW,N,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,330000,53.52642696,-113.5932738,POINT (-113.59327376260242 53.52642696413473),100,,,RESIDENTIAL,,
1292002,,9711,153 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,352000,53.53505702,-113.5845565,POINT (-113.58455653703082 53.535057024603965),100,,,RESIDENTIAL,,
1278928,202,3007,35 STREET NW,N,6030,BISSET,Sspomitapi Ward,79000,53.46183438,-113.3945954,POINT (-113.3945953656208 53.461834384142364),100,,,RESIDENTIAL,,
1162239,,19004,86 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,360500,53.52014802,-113.6504361,POINT (-113.6504360685643 53.52014801839755),100,,,RESIDENTIAL,,
1092162,,31,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,586000,53.51009296,-113.6071433,POINT (-113.60714327201681 53.51009295880245),100,,,RESIDENTIAL,,
1114552,,7531,151 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,458500,53.50856557,-113.5813282,POINT (-113.58132820586003 53.508565574688696),100,,,RESIDENTIAL,,
1259019,,9136,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,291500,53.52600462,-113.5855535,POINT (-113.58555352312915 53.52600462054537),100,,,RESIDENTIAL,,
1145002,,15631,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,404000,53.51610258,-113.5932295,POINT (-113.59322947884313 53.51610258192401),100,,,RESIDENTIAL,,
1254812,,8935,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,308000,53.52239269,-113.5880834,POINT (-113.58808339652289 53.52239268823442),100,,,RESIDENTIAL,,
1191980,,17527,93 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,349000,53.63736632,-113.4840462,POINT (-113.48404623196816 53.63736631545419),100,,,RESIDENTIAL,,
1334002,,16715,95A AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,414500,53.53240748,-113.6117883,POINT (-113.61178834059059 53.53240748239716),100,,,RESIDENTIAL,,
1176221,,8337,165 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,395000,53.51876718,-113.6064436,POINT (-113.60644359932573 53.51876718288161),100,,,RESIDENTIAL,,
1032291,103,8108,125 AVENUE NW,N,1130,ELMWOOD PARK,Métis Ward,42000,53.58165693,-113.4667684,POINT (-113.4667683904087 53.581656928701335),100,,,RESIDENTIAL,,
1319672,,9825,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,289500,53.53704522,-113.5915765,POINT (-113.59157650351408 53.53704522492764),100,,,RESIDENTIAL,,
1014323,,246,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,581000,53.50908585,-113.6120315,POINT (-113.61203154279416 53.50908584583203),100,,,RESIDENTIAL,,
1129410,,7355,188 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,331000,53.50865594,-113.6482434,POINT (-113.64824341450684 53.508655938230014),100,,,RESIDENTIAL,,
1050053,,14519,37 STREET NW,N,2430,KIRKNESS,Dene Ward,280500,53.60824348,-113.3988638,POINT (-113.39886381887848 53.60824348248752),100,,,RESIDENTIAL,,
1247329,108,1624,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,91000,53.44606657,-113.4142418,POINT (-113.41424176621011 53.446066565934494),100,,,RESIDENTIAL,,
1158369,,3532,56 STREET NW,N,6300,HILLVIEW,Karhiio Ward,303500,53.47014501,-113.4250245,POINT (-113.4250245251544 53.47014500812477),100,,,RESIDENTIAL,,
1009711,,963,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,612000,53.47968545,-113.5884802,POINT (-113.58848020209804 53.4796854516657),100,,,RESIDENTIAL,,
1001932,,43,RIVER HEIGHTS DRIVE NW,Y,4469,RIVER'S EDGE,sipiwiyiniwak Ward,915500,53.45496322,-113.6355727,POINT (-113.63557271389114 53.454963218416324),100,,,RESIDENTIAL,,
1088970,59,13833,30 STREET NW,N,2320,HAIRSINE,Dene Ward,157000,53.60190207,-113.3876091,POINT (-113.38760909982864 53.6019020663816),100,,,RESIDENTIAL,,
1275957,,4907,154 STREET NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,793500,53.48687948,-113.5837534,POINT (-113.58375339731981 53.48687947548362),100,,,RESIDENTIAL,,
1079276,,10120,120 STREET NW,N,1150,OLIVER,O-day'min Ward,159000,53.54157888,-113.5292557,POINT (-113.52925574586996 53.54157888403993),100,,,COMMERCIAL,,
1178524,,,,N,5480,STRATHCONA,papastew Ward,7000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1101914,,20403,33 STREET NE,N,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,500,53.66822947,-113.2927724,POINT (-113.29277239418208 53.66822947091975),100,,,RESIDENTIAL,,
1070762,,18108,8 AVENUE SW,Y,5570,WINDERMERE,pihêsiwin Ward,1368500,53.42650157,-113.6356172,POINT (-113.63561716355588 53.42650157206845),100,,,RESIDENTIAL,,
1094929,,265,HEAGLE CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,706000,53.46410951,-113.5942737,POINT (-113.59427366399238 53.46410951413069),100,,,RESIDENTIAL,,
1233469,201,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,168000,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1107325,,14330,140 STREET NW,N,3340,PEMBINA,Anirniq Ward,1612500,53.6055071,-113.5632626,POINT (-113.56326264787795 53.60550709760597),100,,,COMMERCIAL,,
1156785,,16111,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,327000,53.51657966,-113.6008908,POINT (-113.60089083155623 53.51657965917587),100,,,RESIDENTIAL,,
1062918,,11168,83 AVENUE NW,N,5200,GARNEAU,papastew Ward,312500,53.51937213,-113.5186003,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1096098,,17908,92A STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,292000,53.64259458,-113.4836717,POINT (-113.4836716837081 53.64259457700881),100,,,RESIDENTIAL,,
1206259,24,1820,56 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,180500,53.44888324,-113.4262035,POINT (-113.42620353199626 53.448883237050815),100,,,RESIDENTIAL,,
1015643,,520,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,674000,53.50695183,-113.606075,POINT (-113.60607503176361 53.506951827391724),100,,,RESIDENTIAL,,
1241959,,16604,93A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,320000,53.53008295,-113.6092078,POINT (-113.60920781629677 53.530082945556686),100,,,RESIDENTIAL,,
1014760,,280,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,471500,53.50837608,-113.6093449,POINT (-113.60934492980657 53.508376076094194),100,,,RESIDENTIAL,,
1357383,,9931,159 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,332000,53.53842394,-113.5950874,POINT (-113.5950873841418 53.538423935061765),100,,,RESIDENTIAL,,
1258821,102,3403,18 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,82000,53.44743961,-113.3945766,POINT (-113.39457660204833 53.44743961052835),100,,,RESIDENTIAL,,
1062298,507,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,122000,53.54263735,-113.5170943,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1045541,,4785,35 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,160500,53.46509244,-113.4135895,POINT (-113.41358948397541 53.46509244029403),100,,,RESIDENTIAL,,
1119817,,22507,112 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,3971500,53.55918089,-113.7051775,POINT (-113.70517754612487 53.559180894818304),100,,,COMMERCIAL,,
1170547,101,11250,97 STREET NW,N,1230,SPRUCE AVENUE,O-day'min Ward,60000,53.56247896,-113.4923785,POINT (-113.49237849399472 53.56247896413019),100,,,RESIDENTIAL,,
1052851,,4105,37 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,314500,53.47772767,-113.3969866,POINT (-113.3969865658009 53.477727667540364),100,,,RESIDENTIAL,,
1299429,,9325,152 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,317000,53.52926762,-113.5828118,POINT (-113.58281181721136 53.52926762081061),100,,,RESIDENTIAL,,
1200328,,18709,57 AVENUE NW,N,4220,JAMIESON PLACE,sipiwiyiniwak Ward,282000,53.49304834,-113.6467989,POINT (-113.64679891268821 53.49304833635033),100,,,RESIDENTIAL,,
1016427,,91,WOLF CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,598000,53.50705188,-113.6003054,POINT (-113.60030538566937 53.50705187888626),100,,,RESIDENTIAL,,
1124262,,,,N,1150,OLIVER,O-day'min Ward,8000,53.53987246,-113.5163151,POINT (-113.5163150837986 53.53987246314568),100,,,RESIDENTIAL,,
1176163,,16504,85 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,325000,53.51882563,-113.6068681,POINT (-113.60686805570397 53.51882563232247),100,,,RESIDENTIAL,,
1179431,,16306,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,311500,53.51712843,-113.6048679,POINT (-113.60486786584488 53.517128433442394),100,,,RESIDENTIAL,,
1075084,,10030,34 STREET NW,N,6180,EASTGATE BUSINESS PARK,Métis Ward,1075000,53.54057277,-113.3946767,POINT (-113.39467665899186 53.54057276967122),100,,,COMMERCIAL,,
1246586,401,1620,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,90500,53.44606657,-113.4142418,POINT (-113.41424176621011 53.446066565934494),100,,,RESIDENTIAL,,
1281617,212,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,112500,53.44909955,-113.4995052,POINT (-113.49950518050419 53.449099548352535),100,,,RESIDENTIAL,,
1285212,104,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,94500,53.5421619,-113.5301833,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1286319,,9638,153 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,353000,53.53419251,-113.5855424,POINT (-113.5855423854495 53.534192506436774),100,,,RESIDENTIAL,,
1120799,,15012,86 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,370500,53.51878113,-113.5802228,POINT (-113.58022275661551 53.518781131497704),100,,,RESIDENTIAL,,
1153717,,4990,92 AVENUE NW,N,6180,EASTGATE BUSINESS PARK,Métis Ward,16224500,53.5275125,-113.4165841,POINT (-113.41658413123443 53.52751250306208),100,,,COMMERCIAL,,
1088566,,15928,PATRICIA DRIVE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,746000,53.50898896,-113.5965908,POINT (-113.59659075753751 53.50898896394507),100,,,RESIDENTIAL,,
1182591,,15717,89A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,356500,53.52443261,-113.5951321,POINT (-113.59513210949271 53.52443261091993),100,,,RESIDENTIAL,,
1082585,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1121565,,14535,52 STREET NW,N,2130,CASSELMAN,Dene Ward,149000,53.60835022,-113.4190608,POINT (-113.41906077792869 53.60835022376199),100,,,RESIDENTIAL,,
1298074,,9513,152 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,477500,53.53195535,-113.5828079,POINT (-113.58280791221807 53.531955347476426),100,,,RESIDENTIAL,,
1008077,,15220,84 STREET NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,423000,53.6146416,-113.4709193,POINT (-113.47091931943079 53.614641597133556),100,,,RESIDENTIAL,,
1133966,304,6204,180 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,130000,53.49725866,-113.6349593,POINT (-113.63495926162925 53.49725866232886),100,,,RESIDENTIAL,,
1210558,,9103,77 AVENUE NW,N,6360,KING EDWARD PARK,Métis Ward,166000,53.51286164,-113.4677023,POINT (-113.4677023350665 53.5128616437257),100,,,RESIDENTIAL,,
1109396,,7312,154 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,584500,53.50652807,-113.5869102,POINT (-113.58691023640722 53.506528067689096),100,,,RESIDENTIAL,,
1081702,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1275544,,9516,155 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,248000,53.53209824,-113.5890569,POINT (-113.58905693455274 53.532098236908524),100,,,COMMERCIAL,,
1027655,65,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,151000,53.45176321,-113.4007963,POINT (-113.40079628530401 53.451763208012686),100,,,RESIDENTIAL,,
1285899,,9704,153 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,261500,53.53478371,-113.5855424,POINT (-113.58554240650048 53.53478371088715),100,,,RESIDENTIAL,,
1132190,,14789,25 STREET NW,N,2280,FRASER,Dene Ward,147000,53.6107272,-113.3764747,POINT (-113.3764746669787 53.61072720326497),100,,,RESIDENTIAL,,
1101856,,3840,195 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,1262000,53.66146634,-113.2891162,POINT (-113.28911621858174 53.66146633808613),91,5,4,RESIDENTIAL,RESIDENTIAL,FARMLAND
1047943,,7231,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,348000,53.61429429,-113.4506704,POINT (-113.45067036368673 53.614294288572445),100,,,RESIDENTIAL,,
1274638,,10035,105 STREET NW,N,1090,DOWNTOWN,O-day'min Ward,0,53.54012036,-113.5005563,POINT (-113.50055630868415 53.540120364324615),100,,,COMMERCIAL,,
1032184,,2590,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,161000,53.45704126,-113.4543188,POINT (-113.45431883515649 53.45704125727985),100,,,RESIDENTIAL,,
1096148,,17928,92A STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,317000,53.64312938,-113.4836474,POINT (-113.48364738259704 53.6431293789073),100,,,RESIDENTIAL,,
1092444,,8412,45 STREET NW,N,6540,MORRIS INDUSTRIAL,Métis Ward,363000,53.52003585,-113.4110133,POINT (-113.41101334683606 53.52003585287881),100,,,COMMERCIAL,,
1175041,,18912,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,360000,53.51352542,-113.649604,POINT (-113.64960404991658 53.51352541785944),100,,,RESIDENTIAL,,
1031418,405,11026,106 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,113500,53.55774385,-113.5034466,POINT (-113.50344656834223 53.557743851684336),100,,,RESIDENTIAL,,
1054592,,4107,36 STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,287000,53.47657499,-113.3956371,POINT (-113.39563706509229 53.4765749854661),100,,,RESIDENTIAL,,
1133891,201,6204,180 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,129000,53.49725866,-113.6349593,POINT (-113.63495926162925 53.49725866232886),100,,,RESIDENTIAL,,
1121961,,8506,149 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,383500,53.51803544,-113.5785522,POINT (-113.57855218195976 53.51803544097558),100,,,RESIDENTIAL,,
1305424,22,4610,17 AVENUE NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,177500,53.44696807,-113.4082224,POINT (-113.40822238136654 53.44696807240939),100,,,RESIDENTIAL,,
1246909,208,4810,MILL WOODS ROAD SOUTH NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,72000,53.44606657,-113.4142418,POINT (-113.41424176621011 53.446066565934494),100,,,RESIDENTIAL,,
1268168,,9011,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,291000,53.52353107,-113.5810621,POINT (-113.58106208350314 53.52353107314429),100,,,RESIDENTIAL,,
1185651,,8905,163 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,339000,53.52462111,-113.6022843,POINT (-113.60228429366103 53.52462110666159),100,,,RESIDENTIAL,,
1282763,15,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,145000,53.45774844,-113.4525293,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1294586,48,14620,26 STREET NW,N,2280,FRASER,Dene Ward,171000,53.61091519,-113.3800782,POINT (-113.38007816269625 53.61091518703206),100,,,RESIDENTIAL,,
1064484,,17205,92 AVENUE NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,172500,53.52727008,-113.6170704,POINT (-113.61707043123111 53.52727008257778),100,,,RESIDENTIAL,,
1276690,,123,CASTLE KEEP NW,Y,3040,BEAUMARIS,tastawiyiniwak Ward,416000,53.61855481,-113.5102304,POINT (-113.51023040031716 53.61855480937599),100,,,RESIDENTIAL,,
1057033,,69,KINISKI CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,292500,53.47839331,-113.4018365,POINT (-113.40183651065541 53.47839330551866),100,,,RESIDENTIAL,,
1028059,1,10131,154 STREET NW,N,4090,CANORA,Nakota Isga Ward,57500,53.54293979,-113.586314,POINT (-113.58631399382841 53.542939793659265),100,,,RESIDENTIAL,,
1097021,,17732,93 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,333000,53.64030416,-113.484891,POINT (-113.48489100140557 53.64030416141085),100,,,RESIDENTIAL,,
1161975,,8539,189 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,362000,53.51978906,-113.6486173,POINT (-113.64861730262994 53.51978906178475),100,,,RESIDENTIAL,,
1052356,,120,KIRKWOOD WAY NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,269500,53.48250271,-113.3965168,POINT (-113.39651678925806 53.48250270737986),100,,,RESIDENTIAL,,
1080688,,18405,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,292000,53.52995912,-113.6405031,POINT (-113.64050306026908 53.52995912079083),100,,,RESIDENTIAL,,
1079037,,7911,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,396500,53.6151053,-113.4650734,POINT (-113.4650734229351 53.615105302618154),100,,,RESIDENTIAL,,
1315878,2103,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,177500,53.54094874,-113.533619,POINT (-113.53361896511977 53.540948737537185),100,,,RESIDENTIAL,,
1081876,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1028000,12,10141,154 STREET NW,N,4090,CANORA,Nakota Isga Ward,52000,53.54293979,-113.586314,POINT (-113.58631399382841 53.542939793659265),100,,,RESIDENTIAL,,
1314889,701,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,225500,53.54094874,-113.533619,POINT (-113.53361896511977 53.540948737537185),100,,,RESIDENTIAL,,
1198100,,10617,11 AVENUE NW,N,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,223500,53.44122294,-113.4996749,POINT (-113.49967488386912 53.44122294193852),100,,,RESIDENTIAL,,
1289776,301,6315,172 STREET NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,123000,53.49898412,-113.6193025,POINT (-113.61930247119706 53.49898412109566),100,,,RESIDENTIAL,,
1031277,205,11026,106 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,112500,53.55774385,-113.5034466,POINT (-113.50344656834223 53.557743851684336),100,,,RESIDENTIAL,,
1067883,,10150,41 AVENUE SW,N,6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,35657500,53.39961647,-113.4980359,POINT (-113.49803589842553 53.39961646831122),100,,,COMMERCIAL,,
1079920,,7415,170 STREET NW,N,4440,RIVER VALLEY LESSARD NORTH,sipiwiyiniwak Ward,50000,53.506342,-113.6135343,POINT (-113.61353428125884 53.506341995945846),100,,,COMMERCIAL,,
1112887,,12803,184 STREET NW,N,4475,KINOKAMAU PLAINS AREA,Nakota Isga Ward,2105000,53.58860778,-113.6296709,POINT (-113.62967092766156 53.5886077751347),99,1,,FARMLAND,FARMLAND,
1260744,,9006,152 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,250000,53.52332435,-113.5838007,POINT (-113.5838006917183 53.52332434826495),100,,,RESIDENTIAL,,
